Id,Tables,Join Conditions,Predicates,Cardinality
229,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.production_year,<,2001,mi.info_type_id,=,18,mi_idx.info_type_id,>,99",391550
230,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,1568910",15872699
231,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","ci.person_id,<,946081,ci.role_id,=,1",15084119
232,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,3,t.production_year,<,2006",3143961
233,movie_companies mc,,"mc.company_id,<,88711,mc.company_type_id,<,2",1274246
234,movie_companies mc,,"mc.company_id,=,3270",346
235,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,1404,mc.company_type_id,=,2,mk.keyword_id,=,460",1531
236,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,1,ci.person_id,>,2907366",2270130
237,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,<,3842564,ci.role_id,=,8",797273
238,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,=,57978,ci.role_id,>,1",560
239,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mk.keyword_id,>,3361",140817081
240,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","mi.info_type_id,=,66,mi_idx.info_type_id,>,101",442
241,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,<,1912",361662
242,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,1,t.production_year,>,2005,mi.info_type_id,=,2,mk.keyword_id,<,3921",332259
243,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,<,1999",1772536
244,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,<,1953",6779120
245,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,<,7,mk.keyword_id,<,14548",2830838
246,cast_info ci,,"ci.person_id,<,590843,ci.role_id,<,2",4420499
247,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,76395,mc.company_type_id,=,1",26443187
248,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,>,1936,mi_idx.info_type_id,=,101",444736
249,movie_keyword mk,,"mk.keyword_id,=,40403",116
250,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,=,1964",148769
251,cast_info ci,,"ci.person_id,>,3350",36220855
252,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,3,t.production_year,>,1998",4209676
253,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,7,t.production_year,=,2010,mc.company_type_id,=,1,mi.info_type_id,=,16",72478
254,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,2011,mk.keyword_id,=,6314",15125
255,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,3,t.production_year,<,1930,ci.role_id,=,4,mi_idx.info_type_id,<,100",1
256,movie_companies mc,,"mc.company_id,>,89211",341042
257,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,1,t.production_year,<,1964,mi.info_type_id,=,16",31752
258,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,147145",2490567
259,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.production_year,=,2012",19637062
260,movie_companies mc,,"mc.company_id,=,102051",102
261,movie_companies mc,,"mc.company_id,=,77353",589
262,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.role_id,<,4,mi.info_type_id,>,8",159348687
263,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,3,t.production_year,>,2012,mc.company_type_id,=,2",13553
264,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,>,2004,ci.person_id,>,591507",14710156
265,movie_keyword mk,,"mk.keyword_id,=,11665",145
266,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,=,1913",663
267,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,=,419,mc.company_type_id,<,2",2396
268,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,2006,mc.company_id,=,3264",13010
269,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,>,596632,ci.role_id,=,2",7450653
270,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,1,t.production_year,<,2006,ci.person_id,=,3412145",1
271,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,<,1978,mc.company_id,=,11151,mc.company_type_id,=,2",1734
272,movie_keyword mk,,"mk.keyword_id,=,9503",39
273,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","ci.person_id,=,2490330",3
274,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,=,166,mc.company_type_id,<,2",8081
275,movie_keyword mk,,"mk.keyword_id,=,620",380
276,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,<,2002,ci.person_id,>,46632,ci.role_id,=,4",1242501
277,movie_companies mc,,"mc.company_id,<,11147",1240921
278,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,t.production_year,=,1956,ci.person_id,<,3032805,ci.role_id,=,1",25376
279,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mk.keyword_id,<,6054",17821022
280,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,t.production_year,>,2005",4617917
281,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,4,t.production_year,>,1975,mi_idx.info_type_id,=,99",212516
282,title t,,"t.kind_id,>,1,t.production_year,=,1969",10047
283,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,>,766",3726831
284,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,<,2011,mc.company_id,>,6,mc.company_type_id,>,1",1131371
285,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","ci.person_id,=,323630",1085
286,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,<,2010,ci.person_id,<,1824029,ci.role_id,<,11",6372249
287,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,2653545,ci.role_id,=,1",12670688
288,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,7,t.production_year,<,2000",5503601
289,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mc.company_id,>,12788,mk.keyword_id,=,14403",821
290,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,=,2012,mi.info_type_id,=,13",915
291,"title t,movie_info mi",t.id=mi.movie_id,"t.production_year,>,1974,mi.info_type_id,<,3",1563981
292,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,2,t.production_year,<,1911,ci.role_id,>,2",273650
293,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.production_year,=,2012,mc.company_id,<,74939",1606165
294,cast_info ci,,"ci.person_id,>,2835917",8503655
295,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,1,mk.keyword_id,>,5599",1349141
296,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,7,mi_idx.info_type_id,=,101",5719086
297,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,<,105,mk.keyword_id,=,76865",957
298,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mk.keyword_id,<,2458",325476
299,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,>,1984,mi_idx.info_type_id,>,100",334819
300,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,>,1,t.production_year,<,1987,mk.keyword_id,<,2408",1514884
301,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,1,t.production_year,=,2000,ci.role_id,=,1,mi_idx.info_type_id,>,100",70715
302,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,t.production_year,>,2013,mc.company_id,>,6,mc.company_type_id,<,2,ci.role_id,=,4",2700
303,movie_keyword mk,,"mk.keyword_id,>,11777",1417511
304,cast_info ci,,"ci.person_id,<,2654626,ci.role_id,=,2",7110275
305,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.role_id,=,2,mk.keyword_id,<,41",203768
306,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","mi_idx.info_type_id,=,100,mk.keyword_id,>,72034",136171
307,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,4,t.production_year,=,1999",2934
308,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,2,t.production_year,=,2007",1493638
309,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,=,2013,mi_idx.info_type_id,<,101",26228
310,cast_info ci,,"ci.person_id,<,1021164,ci.role_id,>,2",2909789
311,"title t,movie_keyword mk",t.id=mk.movie_id,"t.production_year,>,1989,mk.keyword_id,=,1593",177
312,"title t,movie_keyword mk",t.id=mk.movie_id,"mk.keyword_id,=,9679",36
313,cast_info ci,,"ci.person_id,<,2831830",27689802
314,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,1,mi_idx.info_type_id,>,101,mk.keyword_id,<,2241",10975
315,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.role_id,>,9,mi.info_type_id,<,8",27942432
316,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,=,2012,ci.person_id,>,2936237,ci.role_id,=,5",40585
317,movie_keyword mk,,"mk.keyword_id,>,10190",1548518
318,"title t,movie_companies mc",t.id=mc.movie_id,"mc.company_id,<,166,mc.company_type_id,=,2",69352
319,"title t,cast_info ci",t.id=ci.movie_id,"ci.person_id,<,584568,ci.role_id,<,5",5251077
320,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,<,1972",122214
321,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,1,t.production_year,>,2008,mc.company_id,<,17641",202508
322,"title t,movie_companies mc",t.id=mc.movie_id,"t.kind_id,>,3,t.production_year,<,2007,mc.company_id,>,11385,mc.company_type_id,>,1",169517
323,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,=,2165,mi_idx.info_type_id,>,100",374
324,movie_keyword mk,,"mk.keyword_id,<,10636",3003889
325,movie_keyword mk,,"mk.keyword_id,<,26675",3815875
326,movie_keyword mk,,"mk.keyword_id,=,6226",1517
327,movie_keyword mk,,"mk.keyword_id,=,57910",388
328,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,7,t.production_year,<,1970,mk.keyword_id,>,5928",35396
329,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,>,2,t.production_year,=,1987,mi.info_type_id,<,3",175069
330,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.role_id,<,8,mi.info_type_id,>,3",270498431
331,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mi.info_type_id,>,3,mk.keyword_id,=,22276",299
332,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,=,7,t.production_year,<,2008,mi.info_type_id,>,98",19721
333,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,1,t.production_year,<,2012,mc.company_type_id,<,2,mi.info_type_id,<,3",1318142
334,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,<,7,t.production_year,=,2012,ci.person_id,>,678322,ci.role_id,<,4",380036
335,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,>,1990,ci.role_id,=,2",5581756
336,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,<,2006,mi.info_type_id,>,3",5464586
337,movie_keyword mk,,"mk.keyword_id,=,21646",24
338,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,1,mc.company_id,<,56379,mc.company_type_id,<,2",23327292
339,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,2,t.production_year,<,1983,mi.info_type_id,>,16,mi_idx.info_type_id,>,99",132882
340,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,4,t.production_year,<,2012",455471
341,cast_info ci,,"ci.person_id,<,3052799,ci.role_id,<,10",28532444
342,"title t,movie_keyword mk",t.id=mk.movie_id,"t.kind_id,=,1,t.production_year,>,1985,mk.keyword_id,=,495",2414
343,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.production_year,>,2012,mk.keyword_id,>,61047",2157
344,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.production_year,=,1976,ci.person_id,>,1589230,mi_idx.info_type_id,>,101",80
345,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","mc.company_id,>,62396",9533981
346,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,>,2",24958152
347,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","t.kind_id,<,7,mc.company_id,=,686,ci.person_id,>,2223896,ci.role_id,<,10",5873
348,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mi_idx.info_type_id,=,99,mk.keyword_id,>,1556",293642
349,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","ci.person_id,>,2404582,ci.role_id,=,10",43524498
350,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,<,7,mk.keyword_id,<,7978",136263885
351,movie_keyword mk,,"mk.keyword_id,>,1740",3191518
352,cast_info ci,,"ci.person_id,<,2824592",27601512
353,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,7,t.production_year,=,1999,mc.company_type_id,=,1",6726
354,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,=,7,t.production_year,<,2011,ci.person_id,=,1751102",707
355,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.production_year,>,2010,ci.person_id,=,1167304,mi.info_type_id,=,1",5
356,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,t.production_year,=,2005,ci.role_id,>,2",363860
357,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,ci.person_id,=,1712996",3
358,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,7,t.production_year,>,1973",751670
359,movie_companies mc,,"mc.company_id,=,11313,mc.company_type_id,>,1",584
360,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,=,1996,mc.company_id,>,1352,mc.company_type_id,=,1",9474
361,"title t,movie_companies mc",t.id=mc.movie_id,"t.production_year,>,2011,mc.company_type_id,=,2",105006
362,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,<,3,t.production_year,>,2002",1015374
363,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.production_year,=,2009,mi.info_type_id,>,7",7963178
364,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","mc.company_id,<,11844,mc.company_type_id,<,2,mi_idx.info_type_id,=,99",570083
365,cast_info ci,,"ci.person_id,>,3027534",6236582
366,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.production_year,>,1989,mc.company_type_id,=,1",1428498
367,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,>,2009,mc.company_id,<,77355",356031
368,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,>,1,t.production_year,<,2001,mi.info_type_id,<,7",1194626
369,movie_keyword mk,,"mk.keyword_id,<,40551",4091850
370,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,>,3,t.production_year,=,2000",867089
371,movie_keyword mk,,"mk.keyword_id,<,536",671159
372,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","t.kind_id,<,7,t.production_year,>,1957",332133163
373,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","t.kind_id,=,7,mk.keyword_id,>,2399",15039766
374,"title t,cast_info ci,movie_info_idx mi_idx","t.id=ci.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,1,t.production_year,>,1919,mi_idx.info_type_id,>,99",14845060
375,movie_keyword mk,,"mk.keyword_id,=,63051",37
376,"title t,movie_info mi",t.id=mi.movie_id,"t.kind_id,<,7,t.production_year,>,2008,mi.info_type_id,>,16",380414
377,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,>,2753751",132194366
378,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,2,t.production_year,>,2006",151616
379,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","t.kind_id,>,1,mk.keyword_id,=,4030",7607
380,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,<,1983",6623051
381,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,<,2653,mk.keyword_id,<,2130",3633906
382,movie_keyword mk,,"mk.keyword_id,<,7743",2725159
383,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","mc.company_id,>,9316,mc.company_type_id,=,2",6399953
384,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,>,1,t.production_year,>,2010,mi.info_type_id,>,3",982132
385,cast_info ci,,"ci.person_id,>,2651419,ci.role_id,>,2",10205851
386,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,<,1951,mi_idx.info_type_id,=,101",28875
387,movie_keyword mk,,"mk.keyword_id,>,38490",461389
388,"title t,movie_info mi,movie_info_idx mi_idx","t.id=mi.movie_id,t.id=mi_idx.movie_id","t.kind_id,>,4,mi.info_type_id,<,18",3386151
389,"title t,cast_info ci",t.id=ci.movie_id,"t.production_year,=,2009,ci.person_id,=,2776331,ci.role_id,<,9",1
390,cast_info ci,,"ci.person_id,>,2054504",15821225
391,"title t,cast_info ci",t.id=ci.movie_id,"t.kind_id,=,7,t.production_year,<,2009,ci.person_id,=,2671433",213
392,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,<,2891",30743340
393,"title t,movie_companies mc,cast_info ci","t.id=mc.movie_id,t.id=ci.movie_id","mc.company_id,=,18156,mc.company_type_id,<,2,ci.person_id,<,1477764",1952
394,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,=,1,t.production_year,=,1975,mi_idx.info_type_id,<,101",3404
395,"title t,movie_info mi,movie_keyword mk","t.id=mi.movie_id,t.id=mk.movie_id","mi.info_type_id,=,8,mk.keyword_id,=,196",6815
396,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,<,3,t.production_year,>,1998,mi.info_type_id,=,7",1524269
397,"title t,movie_companies mc,movie_info_idx mi_idx","t.id=mc.movie_id,t.id=mi_idx.movie_id","t.kind_id,=,3,mc.company_id,<,181",58320
398,"title t,movie_companies mc,movie_keyword mk","t.id=mc.movie_id,t.id=mk.movie_id","t.production_year,<,2011,mk.keyword_id,=,545",13834
399,"title t,movie_companies mc,movie_info mi","t.id=mc.movie_id,t.id=mi.movie_id","t.kind_id,=,1,t.production_year,>,1988",35424907
400,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.production_year,<,1994",524504
401,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,=,7,t.production_year,=,1993",20715
402,"title t,movie_info_idx mi_idx",t.id=mi_idx.movie_id,"t.kind_id,<,7,t.production_year,<,2007,mi_idx.info_type_id,=,99",240106
403,"title t,cast_info ci,movie_keyword mk","t.id=ci.movie_id,t.id=mk.movie_id","mk.keyword_id,<,113",4775869
404,"title t,movie_info_idx mi_idx,movie_keyword mk","t.id=mi_idx.movie_id,t.id=mk.movie_id","t.kind_id,<,3,mk.keyword_id,=,1084",1975
405,"title t,cast_info ci,movie_info mi","t.id=ci.movie_id,t.id=mi.movie_id","ci.person_id,>,597757",378808356
